lang,n,date
en,438799,2020-10-13
es,108370,2020-10-13
fr,31308,2020-10-13
pt,26645,2020-10-13
und,19988,2020-10-13
it,17939,2020-10-13
in,16539,2020-10-13
nl,6422,2020-10-13
ca,6174,2020-10-13
de,5796,2020-10-13
tr,5185,2020-10-13
pl,4020,2020-10-13
tl,3378,2020-10-13
ja,3361,2020-10-13
ru,3127,2020-10-13
hi,1577,2020-10-13
cs,1508,2020-10-13
ro,1134,2020-10-13
el,760,2020-10-13
ar,747,2020-10-13
et,623,2020-10-13
sv,610,2020-10-13
lv,531,2020-10-13
uk,473,2020-10-13
ta,341,2020-10-13
zh,338,2020-10-13
sl,286,2020-10-13
lt,284,2020-10-13
fi,270,2020-10-13
da,267,2020-10-13
mr,257,2020-10-13
th,213,2020-10-13
cy,192,2020-10-13
bn,180,2020-10-13
no,175,2020-10-13
gu,161,2020-10-13
ml,161,2020-10-13
iw,151,2020-10-13
ur,149,2020-10-13
eu,135,2020-10-13
ht,131,2020-10-13
hu,128,2020-10-13
kn,122,2020-10-13
fa,114,2020-10-13
te,103,2020-10-13
vi,95,2020-10-13
ko,92,2020-10-13
bg,90,2020-10-13
or,85,2020-10-13
ne,80,2020-10-13
is,65,2020-10-13
pa,26,2020-10-13
si,26,2020-10-13
sr,25,2020-10-13
my,22,2020-10-13
am,7,2020-10-13
ckb,7,2020-10-13
hy,6,2020-10-13
ka,6,2020-10-13
ps,6,2020-10-13
km,4,2020-10-13
lo,2,2020-10-13
dv,1,2020-10-13
