lang,n,date
en,448931,2021-05-04
es,80717,2021-05-04
pt,48707,2021-05-04
fr,19060,2021-05-04
in,18857,2021-05-04
und,16958,2021-05-04
hi,13011,2021-05-04
it,9274,2021-05-04
de,7997,2021-05-04
tr,7006,2021-05-04
tl,6196,2021-05-04
ja,4989,2021-05-04
nl,3602,2021-05-04
ca,2591,2021-05-04
et,2189,2021-05-04
pl,2154,2021-05-04
ru,1467,2021-05-04
ta,1099,2021-05-04
th,1062,2021-05-04
el,981,2021-05-04
mr,907,2021-05-04
sv,885,2021-05-04
ro,796,2021-05-04
ht,739,2021-05-04
kn,630,2021-05-04
cs,584,2021-05-04
ar,558,2021-05-04
gu,549,2021-05-04
te,484,2021-05-04
bn,428,2021-05-04
zh,393,2021-05-04
ml,381,2021-05-04
ur,377,2021-05-04
da,353,2021-05-04
fi,297,2021-05-04
vi,294,2021-05-04
ne,257,2021-05-04
or,247,2021-05-04
uk,224,2021-05-04
lv,190,2021-05-04
pa,166,2021-05-04
sl,165,2021-05-04
no,160,2021-05-04
hu,121,2021-05-04
cy,115,2021-05-04
ko,99,2021-05-04
lt,93,2021-05-04
eu,70,2021-05-04
si,64,2021-05-04
fa,54,2021-05-04
is,48,2021-05-04
bg,27,2021-05-04
iw,18,2021-05-04
lo,16,2021-05-04
my,16,2021-05-04
km,14,2021-05-04
hy,10,2021-05-04
sr,9,2021-05-04
bo,4,2021-05-04
ps,4,2021-05-04
ckb,3,2021-05-04
am,2,2021-05-04
dv,2,2021-05-04
ka,2,2021-05-04
sd,1,2021-05-04
