lang,n,date
en,409967,2020-09-23
es,93031,2020-09-23
pt,37917,2020-09-23
fr,29285,2020-09-23
in,21214,2020-09-23
und,18634,2020-09-23
it,8373,2020-09-23
tr,5968,2020-09-23
ca,4809,2020-09-23
de,4796,2020-09-23
tl,4758,2020-09-23
nl,3553,2020-09-23
ja,3226,2020-09-23
ru,2029,2020-09-23
hi,2020,2020-09-23
pl,1683,2020-09-23
el,1052,2020-09-23
ro,920,2020-09-23
cs,862,2020-09-23
ar,707,2020-09-23
et,683,2020-09-23
sv,434,2020-09-23
ta,363,2020-09-23
zh,314,2020-09-23
uk,298,2020-09-23
ml,284,2020-09-23
mr,271,2020-09-23
da,270,2020-09-23
lt,245,2020-09-23
th,245,2020-09-23
lv,225,2020-09-23
fi,221,2020-09-23
sl,208,2020-09-23
kn,175,2020-09-23
ko,175,2020-09-23
cy,173,2020-09-23
iw,171,2020-09-23
gu,168,2020-09-23
ur,131,2020-09-23
bn,129,2020-09-23
no,125,2020-09-23
ht,122,2020-09-23
vi,119,2020-09-23
te,118,2020-09-23
eu,102,2020-09-23
hu,93,2020-09-23
fa,78,2020-09-23
or,74,2020-09-23
is,62,2020-09-23
bg,61,2020-09-23
ne,43,2020-09-23
my,26,2020-09-23
pa,26,2020-09-23
sr,21,2020-09-23
hy,11,2020-09-23
si,9,2020-09-23
am,4,2020-09-23
ckb,3,2020-09-23
ka,2,2020-09-23
km,2,2020-09-23
lo,2,2020-09-23
sd,2,2020-09-23
dv,1,2020-09-23
ps,1,2020-09-23
