lang,n,date
en,829241,2020-04-20
es,237623,2020-04-20
pt,65316,2020-04-20
fr,57826,2020-04-20
und,57139,2020-04-20
in,36501,2020-04-20
it,31540,2020-04-20
ja,18027,2020-04-20
de,13686,2020-04-20
ca,11359,2020-04-20
tr,10947,2020-04-20
tl,9387,2020-04-20
hi,8085,2020-04-20
nl,5929,2020-04-20
ru,5036,2020-04-20
ar,3273,2020-04-20
ro,2105,2020-04-20
th,1955,2020-04-20
ta,1832,2020-04-20
pl,1817,2020-04-20
et,1268,2020-04-20
sv,1165,2020-04-20
ur,1050,2020-04-20
el,1033,2020-04-20
lt,957,2020-04-20
zh,925,2020-04-20
cs,919,2020-04-20
mr,915,2020-04-20
da,698,2020-04-20
fi,634,2020-04-20
bn,570,2020-04-20
ht,553,2020-04-20
uk,520,2020-04-20
vi,520,2020-04-20
kn,499,2020-04-20
ml,476,2020-04-20
te,464,2020-04-20
lv,459,2020-04-20
gu,446,2020-04-20
fa,442,2020-04-20
ko,335,2020-04-20
sl,320,2020-04-20
cy,291,2020-04-20
no,262,2020-04-20
ne,248,2020-04-20
eu,241,2020-04-20
or,195,2020-04-20
iw,181,2020-04-20
hu,145,2020-04-20
pa,111,2020-04-20
bg,107,2020-04-20
si,97,2020-04-20
is,67,2020-04-20
sr,61,2020-04-20
ps,52,2020-04-20
my,49,2020-04-20
hy,34,2020-04-20
lo,18,2020-04-20
ckb,16,2020-04-20
ka,15,2020-04-20
sd,10,2020-04-20
am,9,2020-04-20
km,9,2020-04-20
bo,4,2020-04-20
dv,3,2020-04-20
