lang,n,date
en,451372,2021-03-23
es,99420,2021-03-23
pt,96473,2021-03-23
de,27392,2021-03-23
fr,26972,2021-03-23
und,17311,2021-03-23
it,14652,2021-03-23
in,11533,2021-03-23
tl,10691,2021-03-23
nl,9559,2021-03-23
tr,5243,2021-03-23
pl,4430,2021-03-23
ja,3806,2021-03-23
ca,2909,2021-03-23
hi,2370,2021-03-23
el,1880,2021-03-23
ru,1679,2021-03-23
ro,1074,2021-03-23
cs,1006,2021-03-23
sv,1004,2021-03-23
et,906,2021-03-23
ar,581,2021-03-23
da,434,2021-03-23
mr,425,2021-03-23
fi,420,2021-03-23
lv,380,2021-03-23
ta,377,2021-03-23
uk,368,2021-03-23
ht,342,2021-03-23
zh,300,2021-03-23
th,290,2021-03-23
gu,270,2021-03-23
cy,251,2021-03-23
no,250,2021-03-23
ur,228,2021-03-23
hu,225,2021-03-23
te,204,2021-03-23
sl,177,2021-03-23
kn,137,2021-03-23
ml,133,2021-03-23
bg,124,2021-03-23
ko,117,2021-03-23
vi,113,2021-03-23
bn,106,2021-03-23
lt,101,2021-03-23
or,101,2021-03-23
eu,76,2021-03-23
fa,54,2021-03-23
ne,40,2021-03-23
pa,40,2021-03-23
is,39,2021-03-23
sr,26,2021-03-23
iw,22,2021-03-23
si,11,2021-03-23
am,10,2021-03-23
km,10,2021-03-23
my,10,2021-03-23
hy,6,2021-03-23
ka,5,2021-03-23
lo,4,2021-03-23
ps,2,2021-03-23
bo,1,2021-03-23
