lang,n,date
en,370575,2021-09-07
es,51021,2021-09-07
pt,18928,2021-09-07
fr,15578,2021-09-07
in,14645,2021-09-07
und,13353,2021-09-07
it,9245,2021-09-07
tl,7113,2021-09-07
de,6236,2021-09-07
tr,5581,2021-09-07
ja,4817,2021-09-07
nl,3401,2021-09-07
ca,1542,2021-09-07
pl,1351,2021-09-07
ru,1329,2021-09-07
hi,1105,2021-09-07
sv,886,2021-09-07
el,817,2021-09-07
ro,672,2021-09-07
et,615,2021-09-07
cs,596,2021-09-07
th,570,2021-09-07
lv,516,2021-09-07
zh,390,2021-09-07
ar,367,2021-09-07
fi,299,2021-09-07
ta,280,2021-09-07
sl,244,2021-09-07
uk,237,2021-09-07
vi,206,2021-09-07
mr,178,2021-09-07
ml,168,2021-09-07
da,158,2021-09-07
ht,155,2021-09-07
no,131,2021-09-07
bn,124,2021-09-07
gu,106,2021-09-07
hu,103,2021-09-07
fa,93,2021-09-07
ur,93,2021-09-07
or,87,2021-09-07
te,82,2021-09-07
iw,80,2021-09-07
cy,77,2021-09-07
kn,73,2021-09-07
ko,67,2021-09-07
lt,59,2021-09-07
si,42,2021-09-07
eu,41,2021-09-07
bg,39,2021-09-07
is,37,2021-09-07
ne,19,2021-09-07
sr,16,2021-09-07
pa,14,2021-09-07
km,7,2021-09-07
hy,6,2021-09-07
my,6,2021-09-07
am,3,2021-09-07
ckb,2,2021-09-07
lo,2,2021-09-07
ps,2,2021-09-07
bo,1,2021-09-07
