lang,n,date
en,162291,2021-09-20
es,22321,2021-09-20
pt,10944,2021-09-20
und,5801,2021-09-20
fr,5451,2021-09-20
it,4444,2021-09-20
tr,2140,2021-09-20
de,1849,2021-09-20
in,1570,2021-09-20
nl,1342,2021-09-20
tl,1107,2021-09-20
ja,1013,2021-09-20
pl,787,2021-09-20
ca,484,2021-09-20
el,269,2021-09-20
sv,262,2021-09-20
ru,258,2021-09-20
ar,243,2021-09-20
hi,210,2021-09-20
ro,203,2021-09-20
cs,182,2021-09-20
et,168,2021-09-20
zh,140,2021-09-20
lv,134,2021-09-20
fi,87,2021-09-20
vi,85,2021-09-20
sl,80,2021-09-20
da,70,2021-09-20
th,65,2021-09-20
ht,53,2021-09-20
uk,50,2021-09-20
no,45,2021-09-20
hu,44,2021-09-20
fa,35,2021-09-20
bn,30,2021-09-20
ta,26,2021-09-20
cy,25,2021-09-20
iw,25,2021-09-20
ko,23,2021-09-20
te,21,2021-09-20
mr,19,2021-09-20
is,18,2021-09-20
gu,17,2021-09-20
lt,17,2021-09-20
bg,15,2021-09-20
ml,14,2021-09-20
ur,14,2021-09-20
eu,12,2021-09-20
sr,11,2021-09-20
si,10,2021-09-20
kn,9,2021-09-20
or,5,2021-09-20
my,4,2021-09-20
lo,3,2021-09-20
bo,1,2021-09-20
ka,1,2021-09-20
km,1,2021-09-20
ne,1,2021-09-20
