lang,n,date
en,534884,2021-01-13
es,122679,2021-01-13
pt,46669,2021-01-13
in,41733,2021-01-13
fr,27250,2021-01-13
und,17981,2021-01-13
de,15633,2021-01-13
it,13171,2021-01-13
nl,8863,2021-01-13
tl,7274,2021-01-13
ja,6024,2021-01-13
tr,5583,2021-01-13
ca,4530,2021-01-13
pl,2961,2021-01-13
ru,2218,2021-01-13
el,1948,2021-01-13
hi,1333,2021-01-13
sv,1181,2021-01-13
cs,1023,2021-01-13
th,902,2021-01-13
ro,889,2021-01-13
et,817,2021-01-13
ar,652,2021-01-13
lv,625,2021-01-13
da,503,2021-01-13
zh,406,2021-01-13
uk,377,2021-01-13
ht,302,2021-01-13
fi,286,2021-01-13
sl,259,2021-01-13
ta,213,2021-01-13
no,209,2021-01-13
cy,171,2021-01-13
mr,160,2021-01-13
ml,152,2021-01-13
vi,141,2021-01-13
hu,133,2021-01-13
lt,127,2021-01-13
ur,121,2021-01-13
ko,116,2021-01-13
gu,110,2021-01-13
bg,91,2021-01-13
bn,91,2021-01-13
eu,90,2021-01-13
fa,88,2021-01-13
te,87,2021-01-13
kn,74,2021-01-13
iw,59,2021-01-13
is,49,2021-01-13
or,39,2021-01-13
si,34,2021-01-13
sr,29,2021-01-13
ne,20,2021-01-13
my,15,2021-01-13
hy,11,2021-01-13
pa,11,2021-01-13
ka,7,2021-01-13
ckb,6,2021-01-13
am,5,2021-01-13
km,3,2021-01-13
dv,1,2021-01-13
lo,1,2021-01-13
