lang,n,date
en,553905,2020-11-14
es,65669,2020-11-14
fr,25783,2020-11-14
pt,25178,2020-11-14
und,19058,2020-11-14
it,18604,2020-11-14
in,17110,2020-11-14
de,12639,2020-11-14
tr,9883,2020-11-14
tl,7889,2020-11-14
ja,3454,2020-11-14
nl,3236,2020-11-14
ca,3164,2020-11-14
pl,2986,2020-11-14
el,2890,2020-11-14
ru,2035,2020-11-14
hi,1089,2020-11-14
sv,942,2020-11-14
ar,915,2020-11-14
ro,821,2020-11-14
et,762,2020-11-14
cs,743,2020-11-14
uk,377,2020-11-14
da,367,2020-11-14
sl,337,2020-11-14
no,307,2020-11-14
zh,297,2020-11-14
lv,291,2020-11-14
ht,280,2020-11-14
ur,225,2020-11-14
th,214,2020-11-14
lt,202,2020-11-14
fi,201,2020-11-14
ta,138,2020-11-14
hu,131,2020-11-14
mr,130,2020-11-14
ml,114,2020-11-14
fa,112,2020-11-14
ko,103,2020-11-14
bn,98,2020-11-14
bg,95,2020-11-14
gu,86,2020-11-14
vi,84,2020-11-14
iw,79,2020-11-14
cy,78,2020-11-14
eu,62,2020-11-14
is,61,2020-11-14
te,58,2020-11-14
kn,47,2020-11-14
si,35,2020-11-14
ne,30,2020-11-14
or,29,2020-11-14
sr,21,2020-11-14
my,12,2020-11-14
hy,7,2020-11-14
ka,7,2020-11-14
ckb,6,2020-11-14
pa,5,2020-11-14
am,2,2020-11-14
ps,2,2020-11-14
km,1,2020-11-14
lo,1,2020-11-14
