lang,n,date
en,378615,2021-09-17
es,44137,2021-09-17
pt,20607,2021-09-17
fr,14196,2021-09-17
und,14107,2021-09-17
in,11737,2021-09-17
it,9562,2021-09-17
de,5690,2021-09-17
tl,4800,2021-09-17
ja,4297,2021-09-17
tr,4272,2021-09-17
nl,3524,2021-09-17
pl,1805,2021-09-17
ca,1477,2021-09-17
ru,1386,2021-09-17
hi,1258,2021-09-17
el,802,2021-09-17
sv,776,2021-09-17
ro,574,2021-09-17
th,533,2021-09-17
cs,526,2021-09-17
et,481,2021-09-17
ar,469,2021-09-17
zh,382,2021-09-17
sl,317,2021-09-17
lv,314,2021-09-17
ta,253,2021-09-17
uk,240,2021-09-17
fi,228,2021-09-17
vi,212,2021-09-17
da,201,2021-09-17
ht,163,2021-09-17
mr,121,2021-09-17
ml,109,2021-09-17
hu,102,2021-09-17
no,97,2021-09-17
cy,94,2021-09-17
kn,87,2021-09-17
te,82,2021-09-17
ur,79,2021-09-17
bn,78,2021-09-17
ko,78,2021-09-17
iw,74,2021-09-17
si,70,2021-09-17
eu,68,2021-09-17
gu,61,2021-09-17
lt,58,2021-09-17
fa,56,2021-09-17
or,52,2021-09-17
bg,50,2021-09-17
is,35,2021-09-17
sr,27,2021-09-17
ne,24,2021-09-17
pa,13,2021-09-17
my,10,2021-09-17
hy,5,2021-09-17
am,4,2021-09-17
lo,2,2021-09-17
dv,1,2021-09-17
ka,1,2021-09-17
km,1,2021-09-17
