lang,n,date
en,445898,2020-08-04
es,120358,2020-08-04
pt,36360,2020-08-04
und,22567,2020-08-04
fr,19626,2020-08-04
in,17870,2020-08-04
it,8411,2020-08-04
tl,7592,2020-08-04
tr,7529,2020-08-04
ja,7016,2020-08-04
de,4926,2020-08-04
ca,3354,2020-08-04
nl,3179,2020-08-04
hi,2631,2020-08-04
ru,2043,2020-08-04
pl,1486,2020-08-04
el,1026,2020-08-04
ro,876,2020-08-04
et,795,2020-08-04
ar,740,2020-08-04
ta,635,2020-08-04
sv,440,2020-08-04
vi,389,2020-08-04
cs,360,2020-08-04
th,357,2020-08-04
zh,337,2020-08-04
mr,312,2020-08-04
lt,308,2020-08-04
uk,306,2020-08-04
da,303,2020-08-04
ml,292,2020-08-04
kn,270,2020-08-04
fi,260,2020-08-04
te,235,2020-08-04
lv,197,2020-08-04
ur,188,2020-08-04
bn,181,2020-08-04
gu,168,2020-08-04
ht,153,2020-08-04
cy,144,2020-08-04
no,119,2020-08-04
or,115,2020-08-04
fa,111,2020-08-04
hu,101,2020-08-04
sl,83,2020-08-04
bg,79,2020-08-04
iw,74,2020-08-04
ko,73,2020-08-04
eu,59,2020-08-04
ne,57,2020-08-04
is,47,2020-08-04
pa,44,2020-08-04
my,16,2020-08-04
hy,14,2020-08-04
sr,13,2020-08-04
si,11,2020-08-04
am,8,2020-08-04
ckb,7,2020-08-04
ps,7,2020-08-04
km,4,2020-08-04
lo,4,2020-08-04
bo,1,2020-08-04
dv,1,2020-08-04
