lang,n,date
en,293228,2022-02-03
es,52087,2022-02-03
pt,35137,2022-02-03
fr,22799,2022-02-03
in,18970,2022-02-03
it,11571,2022-02-03
und,11568,2022-02-03
de,8148,2022-02-03
tr,4555,2022-02-03
ja,4537,2022-02-03
nl,4044,2022-02-03
tl,2575,2022-02-03
pl,2560,2022-02-03
ru,1614,2022-02-03
ca,1520,2022-02-03
sv,1487,2022-02-03
hi,1227,2022-02-03
cs,1225,2022-02-03
el,760,2022-02-03
et,538,2022-02-03
ro,517,2022-02-03
ar,483,2022-02-03
lv,442,2022-02-03
th,384,2022-02-03
da,377,2022-02-03
fi,305,2022-02-03
zh,292,2022-02-03
uk,221,2022-02-03
no,184,2022-02-03
ta,155,2022-02-03
sl,144,2022-02-03
bn,134,2022-02-03
ht,133,2022-02-03
ml,129,2022-02-03
vi,97,2022-02-03
is,96,2022-02-03
mr,91,2022-02-03
ur,88,2022-02-03
te,81,2022-02-03
cy,77,2022-02-03
iw,75,2022-02-03
ko,66,2022-02-03
gu,65,2022-02-03
hu,61,2022-02-03
kn,61,2022-02-03
bg,59,2022-02-03
eu,57,2022-02-03
fa,50,2022-02-03
or,50,2022-02-03
lt,46,2022-02-03
si,34,2022-02-03
pa,23,2022-02-03
ne,20,2022-02-03
sr,9,2022-02-03
am,5,2022-02-03
hy,4,2022-02-03
my,4,2022-02-03
km,1,2022-02-03
lo,1,2022-02-03
ps,1,2022-02-03
sd,1,2022-02-03
