lang,n,date
en,605559,2020-11-05
es,88020,2020-11-05
fr,32285,2020-11-05
it,22949,2020-11-05
pt,22306,2020-11-05
in,17857,2020-11-05
und,15670,2020-11-05
de,9358,2020-11-05
el,8623,2020-11-05
tr,6617,2020-11-05
tl,5400,2020-11-05
pl,4656,2020-11-05
ca,4199,2020-11-05
nl,4116,2020-11-05
ja,3554,2020-11-05
ru,3099,2020-11-05
hi,1519,2020-11-05
cs,1303,2020-11-05
sv,1067,2020-11-05
ro,1060,2020-11-05
ar,925,2020-11-05
da,856,2020-11-05
et,716,2020-11-05
lv,612,2020-11-05
uk,407,2020-11-05
ta,335,2020-11-05
no,312,2020-11-05
zh,296,2020-11-05
ht,293,2020-11-05
sl,285,2020-11-05
th,258,2020-11-05
fi,239,2020-11-05
lt,192,2020-11-05
mr,166,2020-11-05
cy,165,2020-11-05
ur,159,2020-11-05
bg,158,2020-11-05
hu,154,2020-11-05
ml,142,2020-11-05
ko,122,2020-11-05
bn,113,2020-11-05
eu,113,2020-11-05
kn,93,2020-11-05
gu,82,2020-11-05
vi,82,2020-11-05
fa,77,2020-11-05
te,76,2020-11-05
is,73,2020-11-05
iw,62,2020-11-05
or,61,2020-11-05
si,55,2020-11-05
ne,42,2020-11-05
sr,27,2020-11-05
my,20,2020-11-05
pa,11,2020-11-05
hy,10,2020-11-05
ckb,8,2020-11-05
ps,6,2020-11-05
am,5,2020-11-05
km,5,2020-11-05
bo,2,2020-11-05
ka,2,2020-11-05
