lang,n,date
en,308619,2021-09-27
es,39912,2021-09-27
pt,19203,2021-09-27
in,15748,2021-09-27
fr,12965,2021-09-27
und,12082,2021-09-27
it,6959,2021-09-27
ja,4242,2021-09-27
tl,4175,2021-09-27
tr,4000,2021-09-27
de,3921,2021-09-27
nl,2872,2021-09-27
ru,1635,2021-09-27
pl,1468,2021-09-27
ca,1024,2021-09-27
hi,942,2021-09-27
el,640,2021-09-27
ro,628,2021-09-27
sv,530,2021-09-27
zh,502,2021-09-27
ar,495,2021-09-27
th,471,2021-09-27
et,427,2021-09-27
cs,386,2021-09-27
uk,354,2021-09-27
lv,279,2021-09-27
sl,234,2021-09-27
fi,214,2021-09-27
ta,213,2021-09-27
vi,200,2021-09-27
ht,136,2021-09-27
da,122,2021-09-27
hu,109,2021-09-27
ml,102,2021-09-27
mr,84,2021-09-27
gu,74,2021-09-27
no,73,2021-09-27
bn,72,2021-09-27
ur,68,2021-09-27
ko,62,2021-09-27
iw,60,2021-09-27
cy,54,2021-09-27
fa,53,2021-09-27
lt,50,2021-09-27
bg,48,2021-09-27
te,46,2021-09-27
si,45,2021-09-27
kn,41,2021-09-27
eu,38,2021-09-27
or,27,2021-09-27
sr,21,2021-09-27
is,20,2021-09-27
ne,15,2021-09-27
pa,14,2021-09-27
hy,7,2021-09-27
my,7,2021-09-27
lo,6,2021-09-27
km,4,2021-09-27
ps,3,2021-09-27
am,2,2021-09-27
ka,2,2021-09-27
