lang,n,date
en,367327,2021-07-18
es,48122,2021-07-18
in,33328,2021-07-18
fr,23842,2021-07-18
pt,17496,2021-07-18
und,13862,2021-07-18
it,10718,2021-07-18
de,4350,2021-07-18
ja,3928,2021-07-18
tl,3724,2021-07-18
tr,3460,2021-07-18
nl,2876,2021-07-18
hi,1733,2021-07-18
ca,1597,2021-07-18
el,1500,2021-07-18
pl,1445,2021-07-18
th,1425,2021-07-18
ru,1289,2021-07-18
ar,599,2021-07-18
et,492,2021-07-18
cs,476,2021-07-18
ro,403,2021-07-18
sv,374,2021-07-18
vi,336,2021-07-18
zh,322,2021-07-18
ht,288,2021-07-18
ta,250,2021-07-18
fi,241,2021-07-18
bn,223,2021-07-18
da,214,2021-07-18
ml,212,2021-07-18
lv,182,2021-07-18
uk,169,2021-07-18
mr,153,2021-07-18
ko,152,2021-07-18
sl,150,2021-07-18
ur,94,2021-07-18
no,91,2021-07-18
hu,90,2021-07-18
kn,89,2021-07-18
gu,87,2021-07-18
cy,85,2021-07-18
or,78,2021-07-18
te,72,2021-07-18
fa,54,2021-07-18
is,50,2021-07-18
iw,48,2021-07-18
my,47,2021-07-18
lt,45,2021-07-18
eu,41,2021-07-18
ne,37,2021-07-18
bg,35,2021-07-18
pa,22,2021-07-18
si,19,2021-07-18
ps,9,2021-07-18
sr,8,2021-07-18
km,7,2021-07-18
lo,3,2021-07-18
ckb,2,2021-07-18
dv,2,2021-07-18
ka,2,2021-07-18
am,1,2021-07-18
