lang,n,date
en,390313,2020-08-31
es,106937,2020-08-31
pt,31153,2020-08-31
in,20694,2020-08-31
fr,19933,2020-08-31
und,19813,2020-08-31
it,10722,2020-08-31
tr,7717,2020-08-31
tl,6718,2020-08-31
ca,5014,2020-08-31
de,3761,2020-08-31
ja,3422,2020-08-31
hi,2295,2020-08-31
nl,2181,2020-08-31
ru,1668,2020-08-31
pl,1128,2020-08-31
et,832,2020-08-31
el,757,2020-08-31
ro,612,2020-08-31
sv,579,2020-08-31
ar,544,2020-08-31
ta,469,2020-08-31
cs,430,2020-08-31
zh,336,2020-08-31
uk,317,2020-08-31
mr,287,2020-08-31
fi,263,2020-08-31
th,261,2020-08-31
lt,223,2020-08-31
da,212,2020-08-31
lv,200,2020-08-31
kn,180,2020-08-31
bn,161,2020-08-31
vi,151,2020-08-31
ht,146,2020-08-31
ko,139,2020-08-31
te,136,2020-08-31
no,125,2020-08-31
sl,124,2020-08-31
ur,110,2020-08-31
hu,108,2020-08-31
ml,107,2020-08-31
cy,106,2020-08-31
gu,102,2020-08-31
ne,97,2020-08-31
or,83,2020-08-31
eu,69,2020-08-31
fa,66,2020-08-31
bg,55,2020-08-31
iw,46,2020-08-31
pa,37,2020-08-31
is,30,2020-08-31
my,26,2020-08-31
sr,13,2020-08-31
hy,6,2020-08-31
si,6,2020-08-31
ckb,5,2020-08-31
am,4,2020-08-31
km,3,2020-08-31
lo,3,2020-08-31
ps,3,2020-08-31
ka,2,2020-08-31
dv,1,2020-08-31
