lang,n,date
en,533925,2021-07-10
in,49522,2021-07-10
es,48366,2021-07-10
pt,19748,2021-07-10
fr,17139,2021-07-10
und,10326,2021-07-10
it,6024,2021-07-10
de,4929,2021-07-10
nl,4665,2021-07-10
ja,4598,2021-07-10
tl,3696,2021-07-10
tr,2899,2021-07-10
hi,2050,2021-07-10
ca,1677,2021-07-10
ru,1245,2021-07-10
th,1221,2021-07-10
pl,1207,2021-07-10
el,808,2021-07-10
ar,668,2021-07-10
et,663,2021-07-10
ta,529,2021-07-10
cs,526,2021-07-10
ro,443,2021-07-10
zh,384,2021-07-10
sv,360,2021-07-10
lv,352,2021-07-10
ht,284,2021-07-10
vi,259,2021-07-10
bn,251,2021-07-10
da,229,2021-07-10
fi,225,2021-07-10
mr,218,2021-07-10
ml,208,2021-07-10
uk,165,2021-07-10
ko,148,2021-07-10
sl,142,2021-07-10
kn,119,2021-07-10
te,113,2021-07-10
ur,112,2021-07-10
no,106,2021-07-10
gu,105,2021-07-10
hu,95,2021-07-10
or,93,2021-07-10
my,90,2021-07-10
cy,57,2021-07-10
lt,55,2021-07-10
fa,47,2021-07-10
ne,34,2021-07-10
iw,30,2021-07-10
is,24,2021-07-10
bg,22,2021-07-10
eu,20,2021-07-10
pa,17,2021-07-10
si,15,2021-07-10
sr,14,2021-07-10
km,8,2021-07-10
hy,7,2021-07-10
dv,4,2021-07-10
bo,3,2021-07-10
ka,2,2021-07-10
lo,2,2021-07-10
ps,2,2021-07-10
ckb,1,2021-07-10
