lang,n,date
en,389894,2022-01-02
es,74493,2022-01-02
fr,35231,2022-01-02
pt,20142,2022-01-02
und,14233,2022-01-02
it,14183,2022-01-02
in,8273,2022-01-02
de,6192,2022-01-02
nl,5408,2022-01-02
tr,5172,2022-01-02
tl,5135,2022-01-02
hi,3468,2022-01-02
ja,2808,2022-01-02
pl,2345,2022-01-02
ca,1889,2022-01-02
el,1228,2022-01-02
sv,941,2022-01-02
et,809,2022-01-02
ru,773,2022-01-02
cs,687,2022-01-02
ar,645,2022-01-02
ro,440,2022-01-02
bn,438,2022-01-02
ta,392,2022-01-02
fi,388,2022-01-02
zh,375,2022-01-02
da,370,2022-01-02
th,355,2022-01-02
mr,330,2022-01-02
ht,295,2022-01-02
gu,188,2022-01-02
no,187,2022-01-02
kn,176,2022-01-02
ko,140,2022-01-02
uk,138,2022-01-02
ml,136,2022-01-02
lv,125,2022-01-02
sl,120,2022-01-02
te,116,2022-01-02
hu,109,2022-01-02
ur,105,2022-01-02
vi,105,2022-01-02
or,99,2022-01-02
iw,95,2022-01-02
cy,94,2022-01-02
is,80,2022-01-02
fa,57,2022-01-02
lt,51,2022-01-02
bg,48,2022-01-02
eu,41,2022-01-02
pa,35,2022-01-02
sr,22,2022-01-02
ne,18,2022-01-02
si,11,2022-01-02
am,5,2022-01-02
my,4,2022-01-02
ps,3,2022-01-02
ckb,2,2022-01-02
hy,2,2022-01-02
sd,2,2022-01-02
km,1,2022-01-02
lo,1,2022-01-02
