lang,n,date
en,604806,2020-12-03
es,84149,2020-12-03
pt,40544,2020-12-03
fr,25201,2020-12-03
und,22491,2020-12-03
in,19768,2020-12-03
it,17452,2020-12-03
tr,13039,2020-12-03
de,11418,2020-12-03
tl,5324,2020-12-03
ja,4514,2020-12-03
nl,3856,2020-12-03
ca,3345,2020-12-03
ru,3233,2020-12-03
el,3017,2020-12-03
pl,2206,2020-12-03
hi,1851,2020-12-03
sv,1205,2020-12-03
et,1161,2020-12-03
ro,1036,2020-12-03
cs,755,2020-12-03
lt,694,2020-12-03
ar,633,2020-12-03
lv,597,2020-12-03
th,479,2020-12-03
da,416,2020-12-03
fi,399,2020-12-03
uk,377,2020-12-03
zh,347,2020-12-03
ht,331,2020-12-03
ur,283,2020-12-03
sl,280,2020-12-03
ko,225,2020-12-03
ta,223,2020-12-03
vi,215,2020-12-03
no,210,2020-12-03
gu,181,2020-12-03
cy,167,2020-12-03
fa,164,2020-12-03
bg,154,2020-12-03
hu,125,2020-12-03
mr,117,2020-12-03
bn,105,2020-12-03
eu,97,2020-12-03
ml,95,2020-12-03
iw,79,2020-12-03
kn,77,2020-12-03
is,75,2020-12-03
te,60,2020-12-03
ne,51,2020-12-03
si,51,2020-12-03
or,33,2020-12-03
my,27,2020-12-03
sr,23,2020-12-03
hy,15,2020-12-03
pa,14,2020-12-03
km,12,2020-12-03
ckb,7,2020-12-03
ka,7,2020-12-03
ps,7,2020-12-03
lo,4,2020-12-03
bo,1,2020-12-03
dv,1,2020-12-03
sd,1,2020-12-03
