lang,n,date
en,721704,2020-05-06
es,198590,2020-05-06
pt,67220,2020-05-06
fr,47540,2020-05-06
und,47253,2020-05-06
in,27900,2020-05-06
it,22380,2020-05-06
ja,12276,2020-05-06
tl,9899,2020-05-06
ca,9435,2020-05-06
tr,8888,2020-05-06
de,8742,2020-05-06
hi,7154,2020-05-06
nl,4779,2020-05-06
ru,4595,2020-05-06
ar,2353,2020-05-06
ro,1626,2020-05-06
pl,1567,2020-05-06
el,1271,2020-05-06
ta,1251,2020-05-06
th,1066,2020-05-06
sv,1047,2020-05-06
et,1018,2020-05-06
zh,785,2020-05-06
ur,758,2020-05-06
mr,719,2020-05-06
cs,685,2020-05-06
fi,638,2020-05-06
uk,586,2020-05-06
lt,516,2020-05-06
da,509,2020-05-06
bn,430,2020-05-06
kn,390,2020-05-06
ml,381,2020-05-06
gu,369,2020-05-06
lv,368,2020-05-06
ht,367,2020-05-06
vi,355,2020-05-06
te,344,2020-05-06
sl,283,2020-05-06
cy,244,2020-05-06
no,227,2020-05-06
fa,219,2020-05-06
ko,216,2020-05-06
ne,179,2020-05-06
eu,170,2020-05-06
or,158,2020-05-06
pa,115,2020-05-06
hu,108,2020-05-06
bg,94,2020-05-06
iw,93,2020-05-06
is,88,2020-05-06
si,54,2020-05-06
ps,36,2020-05-06
sr,27,2020-05-06
am,25,2020-05-06
my,25,2020-05-06
hy,24,2020-05-06
ka,15,2020-05-06
ckb,10,2020-05-06
km,8,2020-05-06
dv,4,2020-05-06
lo,4,2020-05-06
bo,3,2020-05-06
sd,3,2020-05-06
