lang,n,date
en,593493,2020-10-23
es,98530,2020-10-23
it,40995,2020-10-23
fr,32187,2020-10-23
pt,25528,2020-10-23
und,20457,2020-10-23
in,20456,2020-10-23
de,11623,2020-10-23
nl,9367,2020-10-23
tr,6436,2020-10-23
ca,5855,2020-10-23
tl,5678,2020-10-23
pl,5133,2020-10-23
ja,3364,2020-10-23
ru,2991,2020-10-23
hi,2115,2020-10-23
el,1753,2020-10-23
cs,1498,2020-10-23
ro,1186,2020-10-23
et,700,2020-10-23
da,682,2020-10-23
sv,646,2020-10-23
lv,634,2020-10-23
ar,618,2020-10-23
uk,427,2020-10-23
sl,406,2020-10-23
ta,323,2020-10-23
ht,311,2020-10-23
th,296,2020-10-23
fi,280,2020-10-23
zh,263,2020-10-23
cy,256,2020-10-23
no,203,2020-10-23
lt,183,2020-10-23
mr,166,2020-10-23
eu,163,2020-10-23
ml,149,2020-10-23
gu,142,2020-10-23
bn,136,2020-10-23
bg,126,2020-10-23
ur,124,2020-10-23
kn,120,2020-10-23
te,119,2020-10-23
hu,117,2020-10-23
ko,102,2020-10-23
fa,99,2020-10-23
vi,99,2020-10-23
ne,95,2020-10-23
is,78,2020-10-23
or,76,2020-10-23
iw,75,2020-10-23
si,60,2020-10-23
my,28,2020-10-23
pa,21,2020-10-23
sr,17,2020-10-23
hy,14,2020-10-23
ka,7,2020-10-23
lo,4,2020-10-23
am,3,2020-10-23
km,3,2020-10-23
ps,2,2020-10-23
