lang,n,date
en,352332,2020-09-25
es,88317,2020-09-25
fr,28532,2020-09-25
pt,26583,2020-09-25
in,17789,2020-09-25
und,15460,2020-09-25
it,10294,2020-09-25
tr,6130,2020-09-25
ca,4743,2020-09-25
de,4234,2020-09-25
tl,4039,2020-09-25
nl,3690,2020-09-25
ja,3232,2020-09-25
ru,2428,2020-09-25
ar,1860,2020-09-25
pl,1727,2020-09-25
hi,1534,2020-09-25
el,1055,2020-09-25
cs,937,2020-09-25
ro,792,2020-09-25
sv,553,2020-09-25
et,544,2020-09-25
da,470,2020-09-25
uk,330,2020-09-25
zh,330,2020-09-25
ta,297,2020-09-25
lv,272,2020-09-25
sl,259,2020-09-25
mr,233,2020-09-25
lt,231,2020-09-25
th,223,2020-09-25
fi,209,2020-09-25
ml,190,2020-09-25
cy,180,2020-09-25
ur,176,2020-09-25
no,147,2020-09-25
gu,144,2020-09-25
bn,141,2020-09-25
ht,116,2020-09-25
kn,115,2020-09-25
iw,108,2020-09-25
te,104,2020-09-25
vi,91,2020-09-25
eu,88,2020-09-25
ko,85,2020-09-25
hu,81,2020-09-25
fa,79,2020-09-25
bg,76,2020-09-25
or,68,2020-09-25
ne,45,2020-09-25
is,44,2020-09-25
my,34,2020-09-25
pa,13,2020-09-25
sr,12,2020-09-25
si,9,2020-09-25
hy,5,2020-09-25
km,5,2020-09-25
ps,3,2020-09-25
am,2,2020-09-25
ka,2,2020-09-25
ckb,1,2020-09-25
