lang,n,date
en,189661,2021-11-13
es,27373,2021-11-13
de,13625,2021-11-13
fr,12701,2021-11-13
und,9621,2021-11-13
pt,9491,2021-11-13
it,8079,2021-11-13
nl,7724,2021-11-13
in,6549,2021-11-13
tr,4108,2021-11-13
ja,2595,2021-11-13
tl,2171,2021-11-13
pl,1764,2021-11-13
ru,1394,2021-11-13
hi,1335,2021-11-13
cs,1257,2021-11-13
el,1073,2021-11-13
ca,783,2021-11-13
sv,605,2021-11-13
lv,450,2021-11-13
ro,365,2021-11-13
ar,363,2021-11-13
et,344,2021-11-13
zh,297,2021-11-13
da,279,2021-11-13
sl,274,2021-11-13
th,274,2021-11-13
uk,230,2021-11-13
fi,218,2021-11-13
no,158,2021-11-13
vi,129,2021-11-13
ta,115,2021-11-13
ht,95,2021-11-13
gu,94,2021-11-13
bn,83,2021-11-13
ml,83,2021-11-13
mr,79,2021-11-13
is,78,2021-11-13
bg,75,2021-11-13
te,67,2021-11-13
kn,58,2021-11-13
ur,54,2021-11-13
hu,51,2021-11-13
iw,50,2021-11-13
ko,48,2021-11-13
lt,34,2021-11-13
or,28,2021-11-13
eu,25,2021-11-13
fa,24,2021-11-13
cy,23,2021-11-13
pa,20,2021-11-13
si,16,2021-11-13
sr,13,2021-11-13
ne,10,2021-11-13
hy,9,2021-11-13
my,9,2021-11-13
am,3,2021-11-13
lo,3,2021-11-13
bo,1,2021-11-13
ps,1,2021-11-13
sd,1,2021-11-13
