lang,n,date
en,616768,2020-05-18
es,188064,2020-05-18
pt,68794,2020-05-18
und,39130,2020-05-18
in,37197,2020-05-18
fr,34750,2020-05-18
it,16715,2020-05-18
tl,11081,2020-05-18
hi,10335,2020-05-18
ja,9221,2020-05-18
ca,8470,2020-05-18
de,7242,2020-05-18
tr,6719,2020-05-18
ru,4201,2020-05-18
nl,3979,2020-05-18
ar,3127,2020-05-18
ro,1417,2020-05-18
pl,1153,2020-05-18
el,1004,2020-05-18
th,982,2020-05-18
et,962,2020-05-18
sv,884,2020-05-18
ta,874,2020-05-18
ur,864,2020-05-18
mr,695,2020-05-18
zh,610,2020-05-18
cs,578,2020-05-18
uk,530,2020-05-18
lt,497,2020-05-18
ht,439,2020-05-18
kn,436,2020-05-18
da,425,2020-05-18
bn,420,2020-05-18
fi,388,2020-05-18
ml,370,2020-05-18
vi,365,2020-05-18
gu,340,2020-05-18
lv,340,2020-05-18
te,277,2020-05-18
cy,251,2020-05-18
fa,224,2020-05-18
ne,222,2020-05-18
ko,183,2020-05-18
eu,164,2020-05-18
sl,155,2020-05-18
no,148,2020-05-18
or,139,2020-05-18
hu,101,2020-05-18
bg,83,2020-05-18
pa,78,2020-05-18
iw,48,2020-05-18
is,40,2020-05-18
ps,40,2020-05-18
si,29,2020-05-18
sd,23,2020-05-18
hy,19,2020-05-18
my,18,2020-05-18
sr,18,2020-05-18
am,16,2020-05-18
km,12,2020-05-18
ckb,11,2020-05-18
ka,9,2020-05-18
dv,5,2020-05-18
lo,3,2020-05-18
