lang,n,date
en,225875,2021-11-22
es,37263,2021-11-22
fr,20577,2021-11-22
de,17784,2021-11-22
pt,12081,2021-11-22
it,11388,2021-11-22
und,10937,2021-11-22
nl,8402,2021-11-22
in,7373,2021-11-22
pl,4136,2021-11-22
tr,3859,2021-11-22
ja,3201,2021-11-22
cs,2536,2021-11-22
el,2489,2021-11-22
tl,1962,2021-11-22
ru,1927,2021-11-22
ca,1580,2021-11-22
hi,1121,2021-11-22
sv,825,2021-11-22
ro,588,2021-11-22
da,388,2021-11-22
et,358,2021-11-22
th,351,2021-11-22
uk,347,2021-11-22
lv,340,2021-11-22
zh,335,2021-11-22
ar,315,2021-11-22
ta,272,2021-11-22
fi,269,2021-11-22
sl,266,2021-11-22
no,165,2021-11-22
hu,135,2021-11-22
vi,132,2021-11-22
gu,97,2021-11-22
ht,94,2021-11-22
eu,91,2021-11-22
ml,86,2021-11-22
bn,80,2021-11-22
fa,72,2021-11-22
cy,71,2021-11-22
ko,70,2021-11-22
te,65,2021-11-22
ur,65,2021-11-22
mr,64,2021-11-22
bg,55,2021-11-22
is,49,2021-11-22
lt,48,2021-11-22
kn,47,2021-11-22
iw,33,2021-11-22
or,31,2021-11-22
pa,19,2021-11-22
sr,18,2021-11-22
ne,13,2021-11-22
si,10,2021-11-22
hy,8,2021-11-22
ka,4,2021-11-22
my,4,2021-11-22
sd,3,2021-11-22
ckb,2,2021-11-22
lo,2,2021-11-22
am,1,2021-11-22
bo,1,2021-11-22
