lang,n,date
en,457113,2021-03-04
pt,111451,2021-03-04
es,74383,2021-03-04
fr,25295,2021-03-04
in,17346,2021-03-04
und,16904,2021-03-04
it,15857,2021-03-04
de,15176,2021-03-04
tr,4649,2021-03-04
nl,4456,2021-03-04
tl,4183,2021-03-04
ja,3426,2021-03-04
ca,3141,2021-03-04
el,2753,2021-03-04
pl,2699,2021-03-04
ru,1656,2021-03-04
hi,1451,2021-03-04
cs,1336,2021-03-04
ro,936,2021-03-04
sv,925,2021-03-04
et,775,2021-03-04
ar,714,2021-03-04
lv,431,2021-03-04
uk,406,2021-03-04
da,377,2021-03-04
fi,373,2021-03-04
zh,338,2021-03-04
ht,323,2021-03-04
th,272,2021-03-04
hu,234,2021-03-04
mr,213,2021-03-04
no,212,2021-03-04
ur,209,2021-03-04
cy,163,2021-03-04
sl,148,2021-03-04
ta,143,2021-03-04
vi,137,2021-03-04
lt,110,2021-03-04
ml,97,2021-03-04
iw,95,2021-03-04
gu,90,2021-03-04
ko,89,2021-03-04
bg,77,2021-03-04
eu,70,2021-03-04
te,66,2021-03-04
bn,54,2021-03-04
kn,51,2021-03-04
fa,45,2021-03-04
is,36,2021-03-04
or,33,2021-03-04
sr,26,2021-03-04
ne,19,2021-03-04
pa,17,2021-03-04
si,14,2021-03-04
my,10,2021-03-04
am,7,2021-03-04
km,6,2021-03-04
hy,5,2021-03-04
ckb,4,2021-03-04
dv,3,2021-03-04
ka,3,2021-03-04
lo,2,2021-03-04
ps,2,2021-03-04
