lang,n,date
en,1202738,2020-03-21
es,467329,2020-03-21
pt,146364,2020-03-21
und,119548,2020-03-21
fr,109863,2020-03-21
it,57295,2020-03-21
in,52164,2020-03-21
tr,38356,2020-03-21
de,28616,2020-03-21
tl,23374,2020-03-21
ca,21516,2020-03-21
hi,15461,2020-03-21
nl,14006,2020-03-21
ja,12009,2020-03-21
ar,9859,2020-03-21
th,8497,2020-03-21
ru,3992,2020-03-21
ro,3823,2020-03-21
lt,3427,2020-03-21
pl,3367,2020-03-21
ur,3331,2020-03-21
el,3225,2020-03-21
ta,2231,2020-03-21
et,1934,2020-03-21
cs,1624,2020-03-21
sv,1552,2020-03-21
ht,1521,2020-03-21
da,1485,2020-03-21
fi,1470,2020-03-21
zh,1316,2020-03-21
mr,1227,2020-03-21
fa,965,2020-03-21
ml,836,2020-03-21
lv,751,2020-03-21
te,707,2020-03-21
vi,653,2020-03-21
kn,633,2020-03-21
uk,632,2020-03-21
ko,623,2020-03-21
bn,589,2020-03-21
gu,577,2020-03-21
sl,531,2020-03-21
no,486,2020-03-21
cy,343,2020-03-21
ne,342,2020-03-21
eu,315,2020-03-21
iw,309,2020-03-21
or,202,2020-03-21
hu,189,2020-03-21
si,188,2020-03-21
sr,168,2020-03-21
bg,149,2020-03-21
is,148,2020-03-21
pa,135,2020-03-21
am,69,2020-03-21
ps,47,2020-03-21
sd,45,2020-03-21
ckb,40,2020-03-21
hy,24,2020-03-21
my,22,2020-03-21
km,15,2020-03-21
dv,11,2020-03-21
ka,9,2020-03-21
lo,9,2020-03-21
bo,1,2020-03-21
