lang,n,date
en,346111,2020-12-26
es,71262,2020-12-26
pt,35008,2020-12-26
fr,19784,2020-12-26
in,16545,2020-12-26
und,14901,2020-12-26
it,11672,2020-12-26
tr,8423,2020-12-26
de,7973,2020-12-26
tl,6776,2020-12-26
ja,4934,2020-12-26
nl,3860,2020-12-26
ca,2283,2020-12-26
pl,1718,2020-12-26
ru,1656,2020-12-26
el,1526,2020-12-26
hi,1444,2020-12-26
sv,1045,2020-12-26
th,920,2020-12-26
et,789,2020-12-26
ar,787,2020-12-26
cs,729,2020-12-26
ro,666,2020-12-26
zh,351,2020-12-26
uk,320,2020-12-26
da,298,2020-12-26
lv,286,2020-12-26
ta,261,2020-12-26
sl,211,2020-12-26
ht,206,2020-12-26
fi,200,2020-12-26
mr,172,2020-12-26
ur,164,2020-12-26
no,142,2020-12-26
ml,123,2020-12-26
fa,120,2020-12-26
hu,120,2020-12-26
lt,117,2020-12-26
bg,116,2020-12-26
gu,115,2020-12-26
vi,110,2020-12-26
ko,105,2020-12-26
kn,100,2020-12-26
te,94,2020-12-26
cy,91,2020-12-26
bn,76,2020-12-26
iw,59,2020-12-26
eu,52,2020-12-26
si,44,2020-12-26
or,42,2020-12-26
is,34,2020-12-26
ne,17,2020-12-26
my,14,2020-12-26
sr,11,2020-12-26
ps,8,2020-12-26
hy,7,2020-12-26
ka,6,2020-12-26
pa,6,2020-12-26
am,5,2020-12-26
ckb,4,2020-12-26
bo,1,2020-12-26
