lang,n,date
en,340229,2021-06-01
es,85645,2021-06-01
pt,53807,2021-06-01
in,21051,2021-06-01
fr,15258,2021-06-01
und,14186,2021-06-01
it,8221,2021-06-01
hi,6086,2021-06-01
de,5946,2021-06-01
ja,5293,2021-06-01
tl,5253,2021-06-01
tr,4909,2021-06-01
nl,3426,2021-06-01
pl,1936,2021-06-01
ca,1747,2021-06-01
ru,1253,2021-06-01
et,1190,2021-06-01
el,1126,2021-06-01
ta,1084,2021-06-01
th,905,2021-06-01
ar,822,2021-06-01
ro,706,2021-06-01
cs,650,2021-06-01
zh,644,2021-06-01
mr,641,2021-06-01
ht,626,2021-06-01
sv,609,2021-06-01
ko,580,2021-06-01
kn,460,2021-06-01
bn,399,2021-06-01
lv,390,2021-06-01
ml,339,2021-06-01
te,303,2021-06-01
vi,301,2021-06-01
da,270,2021-06-01
fi,263,2021-06-01
uk,215,2021-06-01
or,211,2021-06-01
gu,207,2021-06-01
ur,187,2021-06-01
sl,164,2021-06-01
ne,145,2021-06-01
no,129,2021-06-01
hu,126,2021-06-01
cy,114,2021-06-01
eu,83,2021-06-01
lt,73,2021-06-01
pa,68,2021-06-01
fa,57,2021-06-01
bg,52,2021-06-01
is,47,2021-06-01
si,43,2021-06-01
iw,27,2021-06-01
my,24,2021-06-01
km,14,2021-06-01
sr,14,2021-06-01
bo,8,2021-06-01
ka,7,2021-06-01
ps,7,2021-06-01
hy,6,2021-06-01
lo,6,2021-06-01
am,5,2021-06-01
dv,4,2021-06-01
