lang,n,date
en,574793,2020-12-02
es,89629,2020-12-02
pt,41509,2020-12-02
fr,25076,2020-12-02
und,20571,2020-12-02
in,18322,2020-12-02
tr,14323,2020-12-02
it,13655,2020-12-02
de,10272,2020-12-02
tl,5562,2020-12-02
ja,4734,2020-12-02
nl,3752,2020-12-02
ca,3418,2020-12-02
ru,3297,2020-12-02
el,2943,2020-12-02
pl,2601,2020-12-02
hi,1815,2020-12-02
sv,1182,2020-12-02
et,1147,2020-12-02
ro,986,2020-12-02
cs,839,2020-12-02
ar,682,2020-12-02
lv,663,2020-12-02
th,593,2020-12-02
uk,425,2020-12-02
da,422,2020-12-02
zh,338,2020-12-02
fi,329,2020-12-02
ht,321,2020-12-02
sl,280,2020-12-02
vi,254,2020-12-02
gu,253,2020-12-02
ur,253,2020-12-02
ta,243,2020-12-02
mr,195,2020-12-02
no,195,2020-12-02
cy,178,2020-12-02
lt,160,2020-12-02
bg,156,2020-12-02
ko,154,2020-12-02
bn,140,2020-12-02
ml,131,2020-12-02
hu,130,2020-12-02
eu,113,2020-12-02
fa,111,2020-12-02
kn,109,2020-12-02
te,96,2020-12-02
is,59,2020-12-02
iw,49,2020-12-02
or,49,2020-12-02
ne,43,2020-12-02
si,42,2020-12-02
my,19,2020-12-02
sr,19,2020-12-02
pa,18,2020-12-02
ps,9,2020-12-02
ka,6,2020-12-02
hy,5,2020-12-02
km,5,2020-12-02
ckb,4,2020-12-02
am,3,2020-12-02
dv,3,2020-12-02
lo,3,2020-12-02
