lang,n,date
en,188110,2021-11-07
es,22044,2021-11-07
fr,10434,2021-11-07
de,8831,2021-11-07
it,8176,2021-11-07
und,7998,2021-11-07
pt,7441,2021-11-07
in,6609,2021-11-07
nl,5608,2021-11-07
tr,2713,2021-11-07
ja,2609,2021-11-07
tl,2606,2021-11-07
pl,1863,2021-11-07
ru,1390,2021-11-07
el,1314,2021-11-07
cs,1153,2021-11-07
hi,708,2021-11-07
ca,508,2021-11-07
sv,494,2021-11-07
ro,451,2021-11-07
zh,369,2021-11-07
da,354,2021-11-07
sl,308,2021-11-07
uk,307,2021-11-07
et,306,2021-11-07
th,285,2021-11-07
lv,281,2021-11-07
ar,260,2021-11-07
fi,180,2021-11-07
vi,104,2021-11-07
ta,89,2021-11-07
ht,88,2021-11-07
no,69,2021-11-07
ml,64,2021-11-07
bn,62,2021-11-07
bg,52,2021-11-07
is,50,2021-11-07
ur,50,2021-11-07
ko,46,2021-11-07
gu,42,2021-11-07
mr,39,2021-11-07
hu,37,2021-11-07
te,37,2021-11-07
lt,33,2021-11-07
kn,32,2021-11-07
cy,31,2021-11-07
iw,30,2021-11-07
fa,24,2021-11-07
or,23,2021-11-07
sr,14,2021-11-07
eu,13,2021-11-07
si,9,2021-11-07
ne,6,2021-11-07
hy,5,2021-11-07
pa,4,2021-11-07
lo,2,2021-11-07
my,2,2021-11-07
am,1,2021-11-07
ka,1,2021-11-07
ps,1,2021-11-07
