lang,n,date
en,468504,2021-02-12
es,78803,2021-02-12
pt,34892,2021-02-12
fr,23409,2021-02-12
in,21952,2021-02-12
und,15131,2021-02-12
it,13004,2021-02-12
de,12604,2021-02-12
ja,4826,2021-02-12
nl,4233,2021-02-12
tl,3815,2021-02-12
tr,3711,2021-02-12
ca,3190,2021-02-12
el,2386,2021-02-12
pl,1731,2021-02-12
ru,1559,2021-02-12
cs,1330,2021-02-12
hi,1164,2021-02-12
et,921,2021-02-12
sv,899,2021-02-12
ro,745,2021-02-12
lv,612,2021-02-12
ar,560,2021-02-12
da,459,2021-02-12
th,342,2021-02-12
zh,324,2021-02-12
uk,281,2021-02-12
ht,234,2021-02-12
fi,226,2021-02-12
no,185,2021-02-12
sl,185,2021-02-12
vi,171,2021-02-12
ta,168,2021-02-12
cy,134,2021-02-12
ur,124,2021-02-12
hu,112,2021-02-12
mr,111,2021-02-12
lt,91,2021-02-12
ml,87,2021-02-12
eu,86,2021-02-12
ko,84,2021-02-12
bg,66,2021-02-12
bn,57,2021-02-12
fa,57,2021-02-12
gu,55,2021-02-12
iw,51,2021-02-12
te,44,2021-02-12
is,40,2021-02-12
kn,33,2021-02-12
si,25,2021-02-12
ne,20,2021-02-12
or,17,2021-02-12
sr,16,2021-02-12
hy,14,2021-02-12
my,12,2021-02-12
pa,11,2021-02-12
ka,4,2021-02-12
am,3,2021-02-12
ckb,3,2021-02-12
lo,3,2021-02-12
bo,1,2021-02-12
km,1,2021-02-12
ps,1,2021-02-12
sd,1,2021-02-12
