lang,n,date
en,703428,2020-11-19
es,81430,2020-11-19
pt,43166,2020-11-19
fr,26046,2020-11-19
und,24719,2020-11-19
it,18275,2020-11-19
in,17951,2020-11-19
tr,13253,2020-11-19
de,9634,2020-11-19
ja,5408,2020-11-19
tl,5160,2020-11-19
nl,4212,2020-11-19
ca,3923,2020-11-19
el,2987,2020-11-19
ru,2944,2020-11-19
hi,2710,2020-11-19
pl,2323,2020-11-19
sv,1516,2020-11-19
ro,1061,2020-11-19
et,960,2020-11-19
cs,875,2020-11-19
ar,730,2020-11-19
uk,595,2020-11-19
da,521,2020-11-19
lv,397,2020-11-19
sl,345,2020-11-19
zh,345,2020-11-19
fi,315,2020-11-19
ht,301,2020-11-19
ta,288,2020-11-19
ur,272,2020-11-19
gu,266,2020-11-19
th,235,2020-11-19
no,209,2020-11-19
mr,198,2020-11-19
lt,184,2020-11-19
bg,163,2020-11-19
cy,158,2020-11-19
fa,150,2020-11-19
ml,149,2020-11-19
bn,137,2020-11-19
hu,135,2020-11-19
kn,127,2020-11-19
te,126,2020-11-19
vi,112,2020-11-19
ko,106,2020-11-19
eu,91,2020-11-19
is,68,2020-11-19
ne,62,2020-11-19
or,61,2020-11-19
iw,54,2020-11-19
si,40,2020-11-19
pa,28,2020-11-19
sr,23,2020-11-19
my,19,2020-11-19
hy,13,2020-11-19
ckb,10,2020-11-19
am,7,2020-11-19
ka,7,2020-11-19
km,4,2020-11-19
lo,4,2020-11-19
ps,4,2020-11-19
bo,2,2020-11-19
sd,1,2020-11-19
