lang,n,date
en,446609,2021-02-09
es,91257,2021-02-09
in,35821,2021-02-09
pt,27476,2021-02-09
fr,23870,2021-02-09
de,16762,2021-02-09
und,15903,2021-02-09
it,10830,2021-02-09
el,8527,2021-02-09
tr,7119,2021-02-09
nl,5685,2021-02-09
ja,4297,2021-02-09
tl,4236,2021-02-09
ca,3589,2021-02-09
ru,1939,2021-02-09
pl,1851,2021-02-09
cs,994,2021-02-09
sv,948,2021-02-09
hi,783,2021-02-09
ro,750,2021-02-09
et,743,2021-02-09
lv,626,2021-02-09
ar,598,2021-02-09
da,456,2021-02-09
th,406,2021-02-09
uk,387,2021-02-09
zh,347,2021-02-09
fi,302,2021-02-09
vi,263,2021-02-09
ht,232,2021-02-09
no,225,2021-02-09
ta,167,2021-02-09
sl,152,2021-02-09
cy,137,2021-02-09
lt,117,2021-02-09
hu,113,2021-02-09
mr,109,2021-02-09
ur,98,2021-02-09
ml,93,2021-02-09
bg,88,2021-02-09
eu,85,2021-02-09
fa,72,2021-02-09
kn,68,2021-02-09
iw,65,2021-02-09
is,64,2021-02-09
ko,64,2021-02-09
gu,53,2021-02-09
te,44,2021-02-09
bn,43,2021-02-09
ne,27,2021-02-09
or,25,2021-02-09
sr,22,2021-02-09
si,20,2021-02-09
pa,8,2021-02-09
hy,7,2021-02-09
my,6,2021-02-09
ka,5,2021-02-09
km,4,2021-02-09
am,3,2021-02-09
ckb,3,2021-02-09
dv,3,2021-02-09
lo,3,2021-02-09
sd,1,2021-02-09
