lang,n,date
en,557913,2020-12-15
es,91842,2020-12-15
pt,43853,2020-12-15
fr,22844,2020-12-15
und,20188,2020-12-15
nl,17955,2020-12-15
de,17817,2020-12-15
it,15493,2020-12-15
in,15153,2020-12-15
tr,7419,2020-12-15
tl,5523,2020-12-15
ja,4891,2020-12-15
ca,3599,2020-12-15
pl,2873,2020-12-15
ru,2521,2020-12-15
hi,1915,2020-12-15
el,1705,2020-12-15
sv,1341,2020-12-15
cs,1073,2020-12-15
ro,901,2020-12-15
et,785,2020-12-15
ar,600,2020-12-15
lv,598,2020-12-15
da,446,2020-12-15
th,416,2020-12-15
zh,355,2020-12-15
uk,333,2020-12-15
ta,327,2020-12-15
sl,287,2020-12-15
ht,271,2020-12-15
fi,266,2020-12-15
ur,225,2020-12-15
mr,184,2020-12-15
no,184,2020-12-15
cy,175,2020-12-15
ko,173,2020-12-15
lt,154,2020-12-15
hu,142,2020-12-15
fa,139,2020-12-15
bg,122,2020-12-15
ml,110,2020-12-15
vi,103,2020-12-15
gu,102,2020-12-15
bn,96,2020-12-15
eu,94,2020-12-15
te,91,2020-12-15
kn,80,2020-12-15
iw,75,2020-12-15
or,68,2020-12-15
si,47,2020-12-15
is,45,2020-12-15
ne,36,2020-12-15
pa,31,2020-12-15
my,27,2020-12-15
sr,27,2020-12-15
km,9,2020-12-15
ps,7,2020-12-15
hy,6,2020-12-15
ka,5,2020-12-15
am,4,2020-12-15
sd,3,2020-12-15
ckb,2,2020-12-15
lo,2,2020-12-15
bo,1,2020-12-15
dv,1,2020-12-15
