lang,n,date
en,452261,2021-04-07
es,125029,2021-04-07
pt,70681,2021-04-07
fr,25996,2021-04-07
und,18836,2021-04-07
de,15250,2021-04-07
it,13903,2021-04-07
in,13389,2021-04-07
tl,9691,2021-04-07
tr,9496,2021-04-07
hi,6418,2021-04-07
ja,4840,2021-04-07
nl,4381,2021-04-07
pl,3759,2021-04-07
ca,3283,2021-04-07
ru,1691,2021-04-07
el,1509,2021-04-07
th,1358,2021-04-07
mr,1266,2021-04-07
et,1155,2021-04-07
sv,923,2021-04-07
ro,917,2021-04-07
cs,754,2021-04-07
gu,694,2021-04-07
ar,667,2021-04-07
ta,558,2021-04-07
lv,457,2021-04-07
ht,445,2021-04-07
fi,443,2021-04-07
uk,416,2021-04-07
zh,381,2021-04-07
da,380,2021-04-07
ur,306,2021-04-07
sl,261,2021-04-07
bn,252,2021-04-07
no,239,2021-04-07
hu,205,2021-04-07
kn,200,2021-04-07
te,198,2021-04-07
ml,175,2021-04-07
cy,157,2021-04-07
or,151,2021-04-07
vi,148,2021-04-07
lt,115,2021-04-07
fa,110,2021-04-07
ko,106,2021-04-07
eu,90,2021-04-07
pa,88,2021-04-07
bg,82,2021-04-07
is,77,2021-04-07
ne,50,2021-04-07
iw,42,2021-04-07
sr,32,2021-04-07
my,21,2021-04-07
hy,18,2021-04-07
km,12,2021-04-07
si,10,2021-04-07
am,9,2021-04-07
lo,5,2021-04-07
ckb,4,2021-04-07
ka,4,2021-04-07
bo,3,2021-04-07
ps,3,2021-04-07
sd,1,2021-04-07
