lang,n,date
en,407958,2020-02-27
es,132539,2020-02-27
pt,47196,2020-02-27
it,38124,2020-02-27
fr,34620,2020-02-27
und,27690,2020-02-27
de,16592,2020-02-27
ja,10761,2020-02-27
nl,8218,2020-02-27
ca,6738,2020-02-27
in,4464,2020-02-27
tr,3844,2020-02-27
lt,2676,2020-02-27
th,2514,2020-02-27
ro,1927,2020-02-27
tl,1286,2020-02-27
pl,1261,2020-02-27
ar,1213,2020-02-27
fa,1168,2020-02-27
el,1046,2020-02-27
zh,1040,2020-02-27
sv,872,2020-02-27
cs,868,2020-02-27
da,839,2020-02-27
hi,823,2020-02-27
ru,783,2020-02-27
ur,779,2020-02-27
ht,606,2020-02-27
fi,537,2020-02-27
ko,399,2020-02-27
vi,364,2020-02-27
et,273,2020-02-27
no,269,2020-02-27
lv,255,2020-02-27
sl,174,2020-02-27
ta,170,2020-02-27
uk,135,2020-02-27
cy,116,2020-02-27
iw,84,2020-02-27
eu,60,2020-02-27
ml,58,2020-02-27
bg,52,2020-02-27
hu,50,2020-02-27
sr,45,2020-02-27
is,43,2020-02-27
mr,38,2020-02-27
te,38,2020-02-27
gu,34,2020-02-27
bn,28,2020-02-27
ps,28,2020-02-27
ne,25,2020-02-27
or,23,2020-02-27
ckb,21,2020-02-27
kn,19,2020-02-27
si,19,2020-02-27
km,15,2020-02-27
sd,15,2020-02-27
am,14,2020-02-27
pa,13,2020-02-27
my,6,2020-02-27
hy,3,2020-02-27
ka,3,2020-02-27
lo,3,2020-02-27
bo,1,2020-02-27
