lang,n,date
en,1428030,2020-03-24
es,435153,2020-03-24
pt,127259,2020-03-24
fr,114602,2020-03-24
und,103604,2020-03-24
in,56692,2020-03-24
it,51573,2020-03-24
tl,22012,2020-03-24
ca,21637,2020-03-24
de,21438,2020-03-24
tr,21220,2020-03-24
hi,17379,2020-03-24
ja,15857,2020-03-24
nl,12552,2020-03-24
ar,5419,2020-03-24
th,5022,2020-03-24
ro,4383,2020-03-24
ru,4362,2020-03-24
pl,2726,2020-03-24
el,2717,2020-03-24
ta,2417,2020-03-24
lt,2401,2020-03-24
et,2174,2020-03-24
sv,1753,2020-03-24
ur,1605,2020-03-24
zh,1569,2020-03-24
mr,1472,2020-03-24
da,1406,2020-03-24
cs,1380,2020-03-24
fi,1330,2020-03-24
ht,1299,2020-03-24
fa,944,2020-03-24
uk,804,2020-03-24
te,798,2020-03-24
lv,776,2020-03-24
ml,742,2020-03-24
kn,723,2020-03-24
vi,669,2020-03-24
gu,642,2020-03-24
bn,582,2020-03-24
ko,566,2020-03-24
no,519,2020-03-24
sl,497,2020-03-24
ne,463,2020-03-24
eu,404,2020-03-24
cy,393,2020-03-24
or,247,2020-03-24
pa,190,2020-03-24
iw,189,2020-03-24
bg,186,2020-03-24
hu,158,2020-03-24
is,125,2020-03-24
si,104,2020-03-24
sr,102,2020-03-24
ps,98,2020-03-24
my,64,2020-03-24
am,59,2020-03-24
ckb,39,2020-03-24
hy,38,2020-03-24
km,35,2020-03-24
sd,16,2020-03-24
lo,14,2020-03-24
ka,13,2020-03-24
dv,8,2020-03-24
bo,7,2020-03-24
