lang,n,date
en,263105,2021-06-27
es,52102,2021-06-27
in,34672,2021-06-27
pt,19564,2021-06-27
fr,12995,2021-06-27
und,10458,2021-06-27
it,6166,2021-06-27
ja,5014,2021-06-27
de,4344,2021-06-27
tl,3762,2021-06-27
tr,3555,2021-06-27
hi,2465,2021-06-27
nl,2438,2021-06-27
ru,1377,2021-06-27
pl,1356,2021-06-27
ca,1300,2021-06-27
th,1178,2021-06-27
el,737,2021-06-27
ar,660,2021-06-27
et,589,2021-06-27
ro,426,2021-06-27
zh,419,2021-06-27
ht,415,2021-06-27
ta,371,2021-06-27
sv,327,2021-06-27
mr,314,2021-06-27
cs,292,2021-06-27
fi,256,2021-06-27
bn,244,2021-06-27
ur,233,2021-06-27
lv,208,2021-06-27
ml,208,2021-06-27
vi,193,2021-06-27
kn,161,2021-06-27
ko,151,2021-06-27
da,146,2021-06-27
uk,132,2021-06-27
no,107,2021-06-27
gu,104,2021-06-27
sl,86,2021-06-27
hu,83,2021-06-27
or,76,2021-06-27
te,74,2021-06-27
ne,57,2021-06-27
iw,56,2021-06-27
cy,49,2021-06-27
lt,48,2021-06-27
fa,43,2021-06-27
bg,30,2021-06-27
pa,29,2021-06-27
eu,27,2021-06-27
is,27,2021-06-27
sr,21,2021-06-27
my,19,2021-06-27
si,15,2021-06-27
km,8,2021-06-27
dv,3,2021-06-27
ps,3,2021-06-27
ka,2,2021-06-27
am,1,2021-06-27
ckb,1,2021-06-27
lo,1,2021-06-27
sd,1,2021-06-27
