lang,n,date
en,1514101,2020-03-17
es,584685,2020-03-17
pt,211227,2020-03-17
fr,121807,2020-03-17
und,108479,2020-03-17
it,58443,2020-03-17
in,47692,2020-03-17
de,35062,2020-03-17
ca,30714,2020-03-17
tr,30238,2020-03-17
tl,28049,2020-03-17
nl,20642,2020-03-17
ja,14173,2020-03-17
hi,7556,2020-03-17
ar,5428,2020-03-17
ro,4864,2020-03-17
th,4455,2020-03-17
lt,4211,2020-03-17
ru,3915,2020-03-17
el,3577,2020-03-17
pl,3122,2020-03-17
da,2285,2020-03-17
et,2233,2020-03-17
sv,2106,2020-03-17
cs,1902,2020-03-17
fi,1807,2020-03-17
zh,1615,2020-03-17
ta,1493,2020-03-17
ur,1473,2020-03-17
ht,1259,2020-03-17
mr,1182,2020-03-17
no,952,2020-03-17
lv,885,2020-03-17
sl,832,2020-03-17
fa,785,2020-03-17
vi,711,2020-03-17
ml,599,2020-03-17
ko,585,2020-03-17
cy,527,2020-03-17
uk,523,2020-03-17
kn,483,2020-03-17
te,424,2020-03-17
bn,398,2020-03-17
eu,394,2020-03-17
gu,373,2020-03-17
iw,257,2020-03-17
or,227,2020-03-17
si,206,2020-03-17
bg,201,2020-03-17
hu,200,2020-03-17
ne,178,2020-03-17
is,151,2020-03-17
sr,138,2020-03-17
pa,133,2020-03-17
am,65,2020-03-17
ps,50,2020-03-17
ckb,45,2020-03-17
km,23,2020-03-17
my,20,2020-03-17
hy,18,2020-03-17
dv,16,2020-03-17
ka,16,2020-03-17
sd,14,2020-03-17
lo,13,2020-03-17
bo,4,2020-03-17
