lang,n,date
en,299782,2021-06-08
es,69112,2021-06-08
pt,41680,2021-06-08
in,22337,2021-06-08
fr,14035,2021-06-08
und,12823,2021-06-08
it,7360,2021-06-08
tl,4899,2021-06-08
de,4694,2021-06-08
ja,4468,2021-06-08
hi,4167,2021-06-08
tr,3457,2021-06-08
nl,2856,2021-06-08
ca,1876,2021-06-08
pl,1551,2021-06-08
ru,1481,2021-06-08
el,998,2021-06-08
th,996,2021-06-08
sv,958,2021-06-08
ta,911,2021-06-08
et,890,2021-06-08
ar,867,2021-06-08
ro,582,2021-06-08
cs,571,2021-06-08
zh,564,2021-06-08
bn,404,2021-06-08
mr,376,2021-06-08
kn,362,2021-06-08
ht,343,2021-06-08
ko,335,2021-06-08
vi,311,2021-06-08
te,305,2021-06-08
ml,301,2021-06-08
da,268,2021-06-08
lv,265,2021-06-08
fi,210,2021-06-08
uk,203,2021-06-08
gu,180,2021-06-08
or,172,2021-06-08
no,141,2021-06-08
ur,125,2021-06-08
ne,117,2021-06-08
hu,113,2021-06-08
cy,88,2021-06-08
sl,83,2021-06-08
pa,69,2021-06-08
fa,67,2021-06-08
lt,65,2021-06-08
eu,57,2021-06-08
bg,33,2021-06-08
si,28,2021-06-08
iw,27,2021-06-08
is,26,2021-06-08
my,11,2021-06-08
ps,11,2021-06-08
hy,7,2021-06-08
km,6,2021-06-08
sr,6,2021-06-08
lo,4,2021-06-08
am,3,2021-06-08
bo,3,2021-06-08
ka,2,2021-06-08
ug,2,2021-06-08
dv,1,2021-06-08
