lang,n,date
en,314869,2021-12-26
es,48524,2021-12-26
fr,23727,2021-12-26
pt,16329,2021-12-26
it,13352,2021-12-26
und,10679,2021-12-26
in,7220,2021-12-26
de,5500,2021-12-26
nl,4413,2021-12-26
tr,3236,2021-12-26
ja,2629,2021-12-26
hi,1830,2021-12-26
tl,1807,2021-12-26
ca,1779,2021-12-26
pl,1574,2021-12-26
sv,970,2021-12-26
ru,817,2021-12-26
el,717,2021-12-26
cs,686,2021-12-26
et,599,2021-12-26
vi,473,2021-12-26
ar,462,2021-12-26
ro,360,2021-12-26
da,325,2021-12-26
fi,313,2021-12-26
zh,302,2021-12-26
th,275,2021-12-26
ht,260,2021-12-26
ta,201,2021-12-26
no,173,2021-12-26
mr,140,2021-12-26
bn,133,2021-12-26
gu,133,2021-12-26
ko,131,2021-12-26
lv,119,2021-12-26
uk,117,2021-12-26
kn,116,2021-12-26
sl,113,2021-12-26
hu,112,2021-12-26
is,104,2021-12-26
ml,97,2021-12-26
iw,87,2021-12-26
te,66,2021-12-26
cy,65,2021-12-26
fa,57,2021-12-26
ur,47,2021-12-26
eu,43,2021-12-26
lt,38,2021-12-26
or,36,2021-12-26
bg,29,2021-12-26
pa,21,2021-12-26
sr,11,2021-12-26
ne,10,2021-12-26
si,9,2021-12-26
am,6,2021-12-26
ckb,4,2021-12-26
hy,2,2021-12-26
ka,1,2021-12-26
lo,1,2021-12-26
