lang,n,date
en,425987,2021-09-09
es,49278,2021-09-09
pt,16825,2021-09-09
und,16543,2021-09-09
fr,16143,2021-09-09
in,13726,2021-09-09
it,9921,2021-09-09
de,7044,2021-09-09
tr,6617,2021-09-09
tl,5580,2021-09-09
ja,5106,2021-09-09
nl,3812,2021-09-09
ca,1496,2021-09-09
ru,1341,2021-09-09
hi,1315,2021-09-09
pl,1303,2021-09-09
el,1074,2021-09-09
sv,781,2021-09-09
da,751,2021-09-09
cs,688,2021-09-09
ar,686,2021-09-09
et,680,2021-09-09
th,613,2021-09-09
ro,540,2021-09-09
zh,428,2021-09-09
lv,412,2021-09-09
ta,327,2021-09-09
sl,282,2021-09-09
uk,268,2021-09-09
vi,241,2021-09-09
fi,213,2021-09-09
ht,185,2021-09-09
mr,157,2021-09-09
ur,147,2021-09-09
fa,138,2021-09-09
no,126,2021-09-09
ml,119,2021-09-09
bn,115,2021-09-09
hu,115,2021-09-09
gu,113,2021-09-09
ko,106,2021-09-09
te,87,2021-09-09
kn,85,2021-09-09
cy,72,2021-09-09
iw,72,2021-09-09
eu,66,2021-09-09
bg,65,2021-09-09
or,63,2021-09-09
si,55,2021-09-09
lt,52,2021-09-09
is,34,2021-09-09
sr,30,2021-09-09
ne,13,2021-09-09
pa,13,2021-09-09
my,12,2021-09-09
km,5,2021-09-09
lo,5,2021-09-09
am,3,2021-09-09
hy,3,2021-09-09
bo,2,2021-09-09
ckb,2,2021-09-09
ka,2,2021-09-09
ps,2,2021-09-09
