lang,n,date
en,290017,2020-07-12
es,81768,2020-07-12
pt,22951,2020-07-12
und,17991,2020-07-12
fr,10487,2020-07-12
it,6378,2020-07-12
in,5962,2020-07-12
tl,3471,2020-07-12
hi,2859,2020-07-12
ja,2765,2020-07-12
ca,2701,2020-07-12
tr,2428,2020-07-12
de,2090,2020-07-12
ru,1061,2020-07-12
nl,1006,2020-07-12
ar,979,2020-07-12
ro,602,2020-07-12
et,496,2020-07-12
pl,404,2020-07-12
el,348,2020-07-12
ta,344,2020-07-12
sv,343,2020-07-12
mr,260,2020-07-12
lt,241,2020-07-12
bn,192,2020-07-12
ml,190,2020-07-12
zh,182,2020-07-12
kn,157,2020-07-12
te,157,2020-07-12
cs,152,2020-07-12
gu,129,2020-07-12
ur,125,2020-07-12
ht,113,2020-07-12
da,105,2020-07-12
th,105,2020-07-12
fa,102,2020-07-12
lv,100,2020-07-12
sl,98,2020-07-12
uk,94,2020-07-12
fi,89,2020-07-12
no,89,2020-07-12
iw,63,2020-07-12
or,63,2020-07-12
hu,53,2020-07-12
cy,52,2020-07-12
vi,50,2020-07-12
eu,49,2020-07-12
ko,46,2020-07-12
ne,37,2020-07-12
pa,36,2020-07-12
si,27,2020-07-12
bg,25,2020-07-12
sr,15,2020-07-12
is,11,2020-07-12
hy,9,2020-07-12
sd,3,2020-07-12
ps,2,2020-07-12
am,1,2020-07-12
dv,1,2020-07-12
km,1,2020-07-12
