lang,n,date
en,376674,2021-05-28
es,74606,2021-05-28
in,51712,2021-05-28
pt,45574,2021-05-28
und,15229,2021-05-28
fr,15064,2021-05-28
it,7709,2021-05-28
hi,7160,2021-05-28
de,6085,2021-05-28
tl,5546,2021-05-28
ja,4804,2021-05-28
nl,3956,2021-05-28
tr,3333,2021-05-28
pl,1658,2021-05-28
ca,1633,2021-05-28
ta,1569,2021-05-28
ru,1345,2021-05-28
et,1272,2021-05-28
ht,1064,2021-05-28
th,1004,2021-05-28
el,994,2021-05-28
ar,838,2021-05-28
ro,790,2021-05-28
zh,672,2021-05-28
mr,666,2021-05-28
sv,618,2021-05-28
cs,532,2021-05-28
kn,460,2021-05-28
ml,401,2021-05-28
lv,325,2021-05-28
bn,321,2021-05-28
fi,314,2021-05-28
te,309,2021-05-28
ko,287,2021-05-28
da,274,2021-05-28
vi,254,2021-05-28
uk,218,2021-05-28
gu,213,2021-05-28
ne,180,2021-05-28
ur,177,2021-05-28
no,174,2021-05-28
or,152,2021-05-28
sl,139,2021-05-28
hu,116,2021-05-28
cy,106,2021-05-28
pa,70,2021-05-28
lt,62,2021-05-28
eu,58,2021-05-28
fa,57,2021-05-28
is,45,2021-05-28
si,44,2021-05-28
bg,36,2021-05-28
my,18,2021-05-28
iw,15,2021-05-28
km,13,2021-05-28
sr,12,2021-05-28
lo,7,2021-05-28
ps,5,2021-05-28
bo,4,2021-05-28
sd,3,2021-05-28
hy,2,2021-05-28
ka,2,2021-05-28
dv,1,2021-05-28
