lang,n,date
en,281672,2021-09-18
es,34473,2021-09-18
pt,14358,2021-09-18
und,11520,2021-09-18
in,10941,2021-09-18
fr,10862,2021-09-18
it,7699,2021-09-18
de,4959,2021-09-18
tl,4318,2021-09-18
tr,3844,2021-09-18
ja,3660,2021-09-18
nl,3223,2021-09-18
hi,1264,2021-09-18
pl,1218,2021-09-18
ca,955,2021-09-18
ru,863,2021-09-18
el,575,2021-09-18
sv,568,2021-09-18
ro,458,2021-09-18
et,418,2021-09-18
th,411,2021-09-18
cs,363,2021-09-18
ar,350,2021-09-18
zh,338,2021-09-18
sl,287,2021-09-18
vi,245,2021-09-18
fi,194,2021-09-18
lv,184,2021-09-18
uk,177,2021-09-18
ta,173,2021-09-18
ml,129,2021-09-18
ht,118,2021-09-18
da,103,2021-09-18
iw,102,2021-09-18
hu,97,2021-09-18
mr,93,2021-09-18
bn,89,2021-09-18
kn,72,2021-09-18
ur,70,2021-09-18
fa,67,2021-09-18
ko,61,2021-09-18
gu,59,2021-09-18
te,57,2021-09-18
lt,56,2021-09-18
no,54,2021-09-18
si,52,2021-09-18
bg,50,2021-09-18
cy,48,2021-09-18
or,37,2021-09-18
is,32,2021-09-18
sr,25,2021-09-18
eu,18,2021-09-18
ne,13,2021-09-18
my,11,2021-09-18
pa,11,2021-09-18
lo,4,2021-09-18
am,3,2021-09-18
hy,3,2021-09-18
ckb,1,2021-09-18
ka,1,2021-09-18
ps,1,2021-09-18
