lang,n,date
en,424163,2020-11-29
es,54557,2020-11-29
pt,25768,2020-11-29
und,16373,2020-11-29
in,15236,2020-11-29
fr,14636,2020-11-29
it,11304,2020-11-29
tr,10487,2020-11-29
de,6392,2020-11-29
tl,5000,2020-11-29
ja,4081,2020-11-29
nl,2773,2020-11-29
ca,2099,2020-11-29
hi,1947,2020-11-29
el,1909,2020-11-29
ru,1592,2020-11-29
pl,1526,2020-11-29
sv,869,2020-11-29
ar,729,2020-11-29
et,724,2020-11-29
cs,677,2020-11-29
ro,660,2020-11-29
lv,347,2020-11-29
th,279,2020-11-29
uk,275,2020-11-29
da,259,2020-11-29
zh,254,2020-11-29
ht,248,2020-11-29
sl,247,2020-11-29
ur,236,2020-11-29
fi,234,2020-11-29
ta,183,2020-11-29
gu,170,2020-11-29
no,167,2020-11-29
lt,155,2020-11-29
mr,128,2020-11-29
hu,115,2020-11-29
ko,107,2020-11-29
cy,103,2020-11-29
bn,96,2020-11-29
fa,88,2020-11-29
bg,85,2020-11-29
iw,85,2020-11-29
ml,85,2020-11-29
vi,76,2020-11-29
kn,67,2020-11-29
te,60,2020-11-29
is,59,2020-11-29
eu,40,2020-11-29
ne,33,2020-11-29
or,30,2020-11-29
si,30,2020-11-29
sr,20,2020-11-29
pa,11,2020-11-29
my,10,2020-11-29
km,7,2020-11-29
hy,6,2020-11-29
ckb,3,2020-11-29
ka,2,2020-11-29
ps,2,2020-11-29
am,1,2020-11-29
dv,1,2020-11-29
