lang,n,date
en,348873,2021-05-08
es,57797,2021-05-08
pt,26880,2021-05-08
in,17963,2021-05-08
und,14612,2021-05-08
fr,13920,2021-05-08
hi,11165,2021-05-08
it,8478,2021-05-08
ja,5598,2021-05-08
de,5122,2021-05-08
tl,4985,2021-05-08
tr,4738,2021-05-08
nl,3531,2021-05-08
pl,1863,2021-05-08
et,1827,2021-05-08
ta,1791,2021-05-08
ca,1768,2021-05-08
el,1059,2021-05-08
ru,1048,2021-05-08
mr,991,2021-05-08
th,821,2021-05-08
sv,816,2021-05-08
ml,709,2021-05-08
ar,699,2021-05-08
kn,673,2021-05-08
ro,630,2021-05-08
ht,602,2021-05-08
bn,573,2021-05-08
te,543,2021-05-08
gu,521,2021-05-08
cs,470,2021-05-08
zh,389,2021-05-08
ur,342,2021-05-08
vi,333,2021-05-08
da,300,2021-05-08
lv,294,2021-05-08
fi,276,2021-05-08
or,259,2021-05-08
uk,190,2021-05-08
pa,180,2021-05-08
ne,175,2021-05-08
no,139,2021-05-08
hu,118,2021-05-08
sl,113,2021-05-08
lt,99,2021-05-08
ko,90,2021-05-08
cy,81,2021-05-08
fa,78,2021-05-08
si,72,2021-05-08
eu,50,2021-05-08
bg,44,2021-05-08
is,24,2021-05-08
iw,19,2021-05-08
my,13,2021-05-08
km,10,2021-05-08
lo,10,2021-05-08
sr,10,2021-05-08
hy,5,2021-05-08
am,3,2021-05-08
ckb,2,2021-05-08
ps,2,2021-05-08
bo,1,2021-05-08
dv,1,2021-05-08
ka,1,2021-05-08
