lang,n,date
en,331010,2021-12-08
es,41782,2021-12-08
fr,22903,2021-12-08
pt,14419,2021-12-08
und,11920,2021-12-08
de,9548,2021-12-08
it,8651,2021-12-08
in,7334,2021-12-08
pl,5100,2021-12-08
nl,5050,2021-12-08
ja,3235,2021-12-08
tr,2983,2021-12-08
tl,2316,2021-12-08
ca,1896,2021-12-08
ru,1348,2021-12-08
sv,1217,2021-12-08
el,1171,2021-12-08
cs,990,2021-12-08
hi,887,2021-12-08
da,593,2021-12-08
ar,493,2021-12-08
ro,455,2021-12-08
et,392,2021-12-08
fi,385,2021-12-08
no,356,2021-12-08
th,348,2021-12-08
zh,314,2021-12-08
lv,303,2021-12-08
uk,244,2021-12-08
vi,175,2021-12-08
sl,156,2021-12-08
ta,151,2021-12-08
hu,125,2021-12-08
ko,120,2021-12-08
cy,104,2021-12-08
mr,101,2021-12-08
gu,98,2021-12-08
ht,91,2021-12-08
kn,86,2021-12-08
bn,72,2021-12-08
ur,65,2021-12-08
fa,63,2021-12-08
iw,58,2021-12-08
eu,57,2021-12-08
te,57,2021-12-08
ml,49,2021-12-08
is,48,2021-12-08
bg,45,2021-12-08
lt,37,2021-12-08
or,36,2021-12-08
pa,18,2021-12-08
ne,14,2021-12-08
si,11,2021-12-08
sr,10,2021-12-08
hy,6,2021-12-08
my,6,2021-12-08
am,3,2021-12-08
sd,3,2021-12-08
ka,1,2021-12-08
km,1,2021-12-08
lo,1,2021-12-08
